business_id,name,rating,review_count,category,lat,lon,address,phone,category_source
euZbFGA7061JmGIPIVBvrQ,Ô'Cocher,5.0,6,"Burgers, French, Wine Bars",48.8516169890096,2.31854908168316,45 rue de Babylone 75007 Paris France,+33 1 47 05 85 00,restaurants
VL8xQnwvbPwALQNuvqnY9g,NENI,5.0,6,French,48.8795065,2.3547303,12 boulevard de Denain 75010 Paris France,+33 1 42 80 82 34,restaurants
xU7XqyR-7gbdQeY7kSfJOA,Miznon,5.0,6,"Mediterranean, Fast Food, Middle Eastern",48.872894,2.3425698,3 rue de la Grange Batelière 75009 Paris France,+33 1 42 74 83 58,restaurants
3Vst_UL-Zcg-qNwApO1Ctw,Il Quadrifoglio,5.0,7,Italian,48.8492012,2.3663001,19 bd Bourdon 75004 Paris France,+33 1 40 09 91 05,restaurants
1SqrXDSixGOGpUrM7FYYeg,Resto Today,5.0,6,"Cafes, Breakfast & Brunch",48.890948,2.278801,55 rue de Villiers 92200 Neuilly-sur-Seine France,+33 1 47 57 30 82,restaurants
eLppXlyGwUwqvlSHmpHIgg,Louis,5.0,6,"Bistros, French",48.875061,2.3387899,23 rue de la Victoire 75009 Paris France,+33 1 55 07 86 52,restaurants
eW7xda0_ISEo_1ZG8g22WQ,Le Café de la Mairie,5.0,7,Bistros,48.86353,2.36097,96 rue des Archives 75003 Paris France,,restaurants
8HayzmdrC1JqWLi_7uonSA,Chez Delphine,5.0,11,French,48.8772257556351,2.33733181919955,48 rue Saint-Georges 75009 Paris France,+33 1 42 81 35 94,restaurants
vsEQ4vAzTw5PB8QPSwDWKQ,Coupi Bar,5.0,7,"Bubble Tea, Cafes, Sandwiches",48.8210033285843,2.37003795581943,48 avenue de la Porte d'Ivry 75013 Paris France,+33 1 47 07 65 15,restaurants
7O17125BuwZOv02DV1nY_w,La Haute Cloche,5.0,7,Bistros,48.86941,2.30008,13 rue Quentin-Bauchart 75008 Paris France,+33 1 81 29 89 72,restaurants
r5hIJbPCB2Q0_sw1EBS4Zw,Mr. T,5.0,6,"Seafood, Burgers, Cocktail Bars",48.86269,2.3636499,38 rue de Saintonge 75003 Paris France,+33 1 42 71 15 34,restaurants
0a0TlqGTMQtb_AsvXyDqmw,Le Minos,5.0,6,Creperies,48.853128,2.34532,22 rue de la Huchette 75005 Paris France,+33 1 42 39 95 67,restaurants
Hmz0oNPT3954ohR0UnAqIw,Florina,5.0,8,French,48.8375436,2.3452592,47 boulevard de Port Royal 75013 Paris France,+33 9 84 30 74 72,restaurants
sTK9DoIcscWG7KTswWqYmA,Léandrés,5.0,5,"Colombian, Cafes, Breakfast & Brunch",48.87914,2.34801,78 rue de Maubeuge 75009 Paris France,+33 9 86 79 57 29,restaurants
jxT5zC8MoorWNa2k9-k91A,Pâtisserie Emma Duvéré,5.0,5,"Patisserie/Cake Shop, Breakfast & Brunch, Tea Rooms",48.8570112,2.3746172,41 rue Sedaine 75011 Paris France,+33 9 83 20 99 55,restaurants
FlsbzHYDZrxiNpr2AEczCg,Chez Meunier,5.0,5,"Bakeries, Breakfast & Brunch",48.8830875,2.2741793,85 avenue du Roule 92200 Neuilly-sur-Seine France,,restaurants
JbITkgisChYWtrAxsnFRTw,Fricotin,5.0,6,Creperies,48.880744,2.299896,85bis avenue de Wagram 75017 Paris France,+33 9 73 58 55 24,restaurants
9v5wjdsZ3Y9fIzCbNHZaow,Grounded,5.0,6,"Cafes, Breakfast & Brunch",48.8545089,2.384102,101 rue de Charonne 75011 Paris France,+33 6 84 44 63 53,restaurants
MUCIZ8uJfiyKi_2KbVZSUg,Les Trublions,5.0,5,"French, Modern European",48.8480186,2.34846,34 rue de la Montagne Sainte Geneviève 75005 Paris France,+33 1 42 02 87 83,restaurants
2iXqrG7UVTQj4VLX9ts7ZQ,Méli Mel'Anges,5.0,5,French,48.890543,2.28629,46 Rue Louis Rouquier 92300 Levallois-Perret France,+33 1 47 57 80 87,restaurants
cOmOHeDP2YrRw227OSoRYQ,Ricette Ristorante,5.0,9,"Italian, Gluten-Free",48.849105,2.354031,10 rue du Cardinal Lemoine 75005 Paris France,+33 1 43 26 52 12,restaurants
3zZOFdwxA_JDcAKEKomknA,Merci Jérôme,5.0,7,"Bakeries, Breakfast & Brunch, Tea Rooms",48.8777597,2.298876,270 rue du Faubourg Saint-Honoré 75008 Paris France,+33 7 81 86 16 01,restaurants
De9ggm_AZYtUbg4NMuxxsg,Ken Kawasaki,5.0,6,Japanese,48.88722,2.33298,15 rue Caulaincourt 75018 Paris France,+33 9 70 95 98 32,restaurants
v0c2wjLoKWYXDHrHTkRcSw,Le Coin d'Alexandre,5.0,8,French,48.832253,2.293413,86 rue Olivier de Serres 75015 Paris France,+33 1 42 50 21 07,restaurants
IKCv97UEI-4gp133NzW8HQ,Abuela,5.0,9,Tapas Bars,48.8794923766656,2.33598176389933,43 rue Notre Dame de Lorette 75009 Paris France,+33 6 59 12 20 40,restaurants
gW2d26Iz5c4gesMCZ7agHA,Pasta Luna,5.0,6,"Delicatessen, Sandwiches",48.8501731,2.3301594,15 rue de Mézières 75006 Paris 06 France,+33 1 45 44 32 02,restaurants
DCxlpw3NwvgUx2iqPRwbHg,Sourire Le Restaurant,5.0,8,French,48.83716,2.34203,15 rue de la Santé 75013 Paris France,+33 1 47 07 07 45,restaurants
sElWVYcEDMHzkP51hUcvmA,India StreEAT,5.0,10,Indian,48.84039,2.35183,105 rue Monge 75005 Paris France,+33 9 86 07 06 91,restaurants
lZ28GDranYgohEBlhLAYuQ,Sorella,5.0,11,Italian,48.87009,2.28307,13 avenue Bugeaud 75116 Paris France,+33 1 42 56 49 37,restaurants
W1BQq4zOuiOnR3jgnPWNDQ,Le Bonne Nouvelle,5.0,7,Bistros,48.87053,2.350453,24 boulevard de Bonne Nouvelle 75010 Paris France,+33 1 53 34 85 89,restaurants
UP5jnt30VLhmmOxQ9d1fgg,Le Cosmos,5.0,5,Brasseries,48.8471,2.29361,10 rue Henri Duchêne 75015 Paris France,+33 9 65 10 52 98,restaurants
2BdUhnAAPohrmbX-8FWwyQ,Roca,5.0,10,French,48.8848837,2.2950957,31 rue Guillaume Tell 75017 Paris France,+33 1 47 64 86 04,restaurants
cXYN8hF9yPGIebcZoJVPeA,Jium,5.0,7,Korean,48.84869,2.29668,26 rue Tiphaine 75015 Paris France,+33 1 45 75 20 00,restaurants
7oFpNTCcsQZE0RbFp7Y3BA,DICE Caffè,5.0,7,Italian,48.855943163075,2.36710687116729,11 rue du Pas de la Mule 75004 Paris France,+33 1 42 71 59 73,restaurants
ASen2utCctS6YWluJAJbPA,Le Chanard,5.0,8,"Wine Bars, Bistros, Cocktail Bars",48.8530299,2.36129,8 rue Saint-Paul 75004 Paris France,+33 1 48 04 75 89,restaurants
YggkCJq5nprLW9Ud91gJbA,Teppanyaki Ginza Onodera,5.0,8,Japanese,48.8530352594942,2.33398758830003,6 rue des Ciseaux 75006 Paris France,+33 1 42 02 72 12,restaurants
1nWamR8Gv8fPaQfsy3TbNA,La Bécane à Gaston,5.0,10,French,48.87251,2.36112,24 rue Lucien Sampaix 75010 Paris France,+33 9 80 73 22 98,restaurants
zpRDPVf_Izk5B7foS9yd8Q,Le Colisée,5.0,6,"French, Dance Clubs",48.87079,2.308084,17 rue du Colisée 75008 Paris France,+33 6 09 78 53 34,restaurants
ACw7tjRv0zhinHxn-3Tl-A,Lyoom Cantine,5.0,6,"Mediterranean, Middle Eastern",48.86645,2.3726666,48 rue Jean-Pierre Timbaud 75011 Paris France,+33 1 43 38 66 79,restaurants
R3bELm2-TJPBNu3Y9edaGA,Les Enfants du Marché,5.0,11,Seafood,48.86296,2.36215,39 rue de Bretagne 75003 Paris France,+33 6 69 99 21 21,restaurants
TjjS4FnYlmifjqfTjRfGnw,Meating Corner,5.0,5,Burgers,48.859229,2.349769,8 rue des Lombards 75004 Paris France,+33 1 40 24 67 28,restaurants
pxi6ZpRGDrhvZVbXH-_Gpg,Mokko,5.0,5,French,48.89005,2.34228,3 rue Francoeur 75018 Paris France,+33 9 80 96 93 60,restaurants
R38fKm8cPHPBCovE9ThGVA,Sequana,5.0,8,French,48.85675,2.34154,72 quai des Orfèvres 75001 Paris France,+33 1 43 29 78 81,restaurants
JH7Jt9EBjVCqTOGGixWe4g,Rarita,5.0,5,Italian,48.8616340308718,2.3423022595245246,98-100 rue saint-honoré 75001 Paris France,+33 1 45 08 44 69,restaurants
HO31AKmlmywDkpcwhDWh-A,Via Emilia,5.0,6,"Pizza, Italian",48.87929,2.33512,22 rue la Bruyère 75009 Paris France,+33 1 42 82 18 33,restaurants
7bHtpYzGmCrvvXGWmnszNQ,La Cour Jardin,5.0,5,French,48.866496192705,2.30420208427494,25 avenue Montaigne 75008 Paris France,+33 1 53 67 66 02,restaurants
9ru1fYRoXm4IMRldUOS59A,Pizza e Mozza,5.0,6,"Pizza, Salad",48.860309,2.348149,1 rue des Innocents 75001 Paris France,+33 1 47 03 90 14,restaurants
aKjfwIP192Vw1OC4Lirq-A,Le Cadoret,5.0,5,Bistros,48.8747186967947,2.38108499289667,1 rue Pradier 75019 Paris France,+33 1 53 21 92 13,restaurants
Yhv2RTggtsKmd5otco_XTw,Tradi,5.0,15,Bistros,48.86635,2.34158,4 rue du Mail 75002 Paris France,+33 1 44 82 07 83,restaurants
4NNixlwju8_XRy4a0cYWOA,La Lingerie,5.0,5,"Cafes, Bars",48.83681,2.33454,82 avenue Denfert Rochereau 75014 Paris France,,restaurants
JzfIx3vhYalXR9xuu61IOw,Superbières,5.0,7,"Beer, Wine & Spirits, Sandwiches",48.8800507,2.3636501,203 rue du Faubourg Saint-Martin 75010 Paris France,+33 9 82 52 98 88,restaurants
L484Kcj0HebtQtby9y9nqw,Bulgogi,5.0,6,Korean,48.870907,2.376759,12 rue Louis Bonnet 75011 Paris France,,restaurants
Qts_J4ng6yK7zF5V0Zem_g,Banoi,5.0,5,Vietnamese,48.86416,2.36674,129 rue Amelot 75011 Paris France,+33 1 71 93 48 75,restaurants
u0g7WQaFcrIBhG29TSzWJw,Maison,5.0,10,French,48.86374,2.37922,3 rue Saint-Hubert 75011 Paris France,+33 1 43 38 61 95,restaurants
Gq4QC2N6l51q6sVzMaXEIQ,Les Vendanges,5.0,5,"French, Gastropubs",48.9011051891588,2.30526470127753,65 bd Jean Jaures 92110 Clichy France,,restaurants
nncZVU4Ik48rlW1mUG7VxQ,Hakka Home,5.0,6,"Chinese, Pan Asian",48.8522797,2.3900001,3 rue Voltaire 75011 Paris France,+33 9 84 01 51 44,restaurants
3wPcaJUxYQjWxeITsVQcDg,Le Stand,5.0,5,"Vegan, Gluten-Free, Vegetarian",48.8628402061362,2.36221544444561,39 rue de Bretagne 75003 Paris France,+33 6 21 87 08 88,restaurants
N_lW5al83X9cmqyHjvjEsA,L'Ours Blanc,5.0,7,"French, Coffee & Tea",48.86065,2.35434,8 rue Geoffroy l'Angevin 75004 Paris France,+33 1 40 27 93 67,restaurants
3fVE8i57zteoeBnrgAkbCw,Karma,5.0,6,Himalayan/Nepalese,48.8469505087499,2.37246185601454,24 rue Traversière 75012 Paris France,+33 1 43 14 60 21,restaurants
4jAY4aCmn3KqNMrfZJPcvg,L'Archeste,5.0,6,French,48.86179,2.27811,79 rue de la Tour 75116 Paris France,+33 1 40 71 69 68,restaurants
oFdyQjpA87-Y1BlFJi81Pg,Tamara,5.0,5,French,48.86429,2.33605,15 rue de Richelieu 75001 Paris France,+33 1 71 60 91 30,restaurants
uaF5N63oPMmXNZ8lbzp6bA,La Scarpetta,5.0,6,Italian,48.880897,2.323073,17 rue Berne 75008 Paris France,+33 1 45 22 09 50,restaurants
b95KnQnbSXGNFMlJVcJVnA,Le Four du Marais,5.0,7,Pizza,48.8575643836822,2.36434301598659,45 rue de Turenne 75003 Paris France,+33 9 87 71 03 06,restaurants
I5ABgPbV2IyPOZIIFmNzow,Fong Lai,5.0,6,Chinese,48.865415,2.369119,24 rue Jean Pierre Timbaud 75011 Paris France,+33 1 73 75 88 19,restaurants
rSWF0mXkm-J6SZCO4q9tFA,C.Comme Chez Vous,5.0,7,Fast Food,48.8575299,2.30059,49 avenue la Bourdonnais 75007 Paris France,+33 1 45 56 96 50,restaurants
sAeOKc8TxV0Q_b2cVMJ6Zg,Flirt'The,5.0,5,"Coffee & Tea, Cafes",48.8537336,2.3073545,3 avenue Duquesne 75007 Paris France,+33 1 47 05 51 05,restaurants
PhVL_9GUsxyBiXe7FSEOaQ,Yummy Noodles,5.0,7,Chinese,48.83982,2.3327,17bis rue Campagne Première 75014 Paris France,+33 1 43 22 88 18,restaurants
rooUGpVIJkwnYQyaCaBcZg,Arzeh,5.0,6,Lebanese,48.8413506,2.30373,111 rue Cambronne 75015 Paris France,+33 9 84 05 08 20,restaurants
